"package","firstDownload","lastDownload","totalDownloads"
"FACTMLE","2015-11-21","2016-10-02",1895
"FactoClass","2015-08-05","2016-10-02",6298
"factoextra","2016-04-26","2016-10-02",9366
"FactoMineR","2016-05-18","2016-10-02",40314
"factorplot","2016-06-23","2016-10-02",1051
"factorQR","2012-10-06","2016-10-02",12055
"factorstochvol","2016-09-20","2016-10-02",209
"Factoshiny","2016-06-23","2016-10-02",1576
"FACTscorer","2015-01-14","2016-10-02",4399
"factualR","2012-10-10","2016-10-02",10413
"FADA","2016-05-20","2016-10-02",815
"FAdist","2015-09-08","2016-10-02",5771
"Fahrmeir","2016-05-31","2016-10-02",4576
"fail","2015-10-01","2016-10-02",28129
"FAiR","2014-02-08","2016-10-02",14367
"faisalconjoint","2015-02-20","2016-10-02",4651
"fakeR","2016-05-27","2016-10-02",750
"falcon","2016-04-21","2016-10-02",971
"falconx","2016-04-22","2016-10-02",674
"fame","2015-07-12","2016-10-02",6908
"FamEvent","2016-09-30","2016-10-02",22
"Familias","2016-02-18","2016-10-02",1683
"FAMILY","2015-06-21","2016-10-02",3468
"FAmle","2015-09-08","2016-10-02",2993
"FAMT","2014-01-02","2016-10-02",8551
"fanc","2015-09-16","2016-10-02",2948
"fANCOVA","2012-10-10","2016-10-02",12885
"fancycut","2015-11-09","2016-10-02",1773
"fanovaGraph","2015-10-21","2016-10-02",2676
"fanplot","2015-10-07","2016-10-02",5420
"FAOSTAT","2015-06-02","2016-10-02",4850
"faoutlier","2015-11-20","2016-10-02",2510
"far","2015-07-20","2016-10-02",4298
"faraway","2016-02-15","2016-10-02",37879
"farff","2016-09-11","2016-10-02",128
"fArma","2013-06-24","2016-10-02",35640
"farsi","2013-03-30","2016-10-02",8190
"fAsianOptions","2013-06-24","2016-10-02",39146
"fAssets","2014-10-30","2016-10-02",27718
"fast","2015-08-02","2016-10-02",4092
"fastAdaboost","2016-02-28","2016-10-02",2067
"FastBandChol","2015-08-26","2016-10-02",2657
"fastclime","2016-04-29","2016-10-02",1129
"fastcluster","2016-09-19","2016-10-02",5503
"fastcmh","2016-09-13","2016-10-02",90
"fastcox","2013-10-24","2016-10-02",9090
"fastdigest","2015-10-08","2016-10-02",3043
"fasteraster","2016-07-27","2016-10-02",274
"fastGHQuad","2014-08-14","2016-10-02",12038
"FastGP","2016-02-02","2016-10-02",1811
"fastGraph","2016-07-07","2016-10-02",502
"FastHCS","2015-05-19","2016-10-02",3804
"fastHICA","2015-05-12","2016-10-02",3719
"fastICA","2013-05-21","2016-10-02",87176
"FastImputation","2016-06-28","2016-10-02",728
"FastKM","2015-11-10","2016-10-02",1919
"FastKNN","2015-02-13","2016-10-02",5154
"fastLSU","2016-09-20","2016-10-02",64
"fastM","2014-04-12","2016-10-02",6524
"fastmatch","2012-10-06","2016-10-02",115933
"FastPCS","2015-01-07","2016-10-02",5652
"fastpseudo","2015-02-21","2016-10-02",3922
"fastR","2016-07-07","2016-10-02",3556
"FastRCS","2015-10-19","2016-10-02",2703
"FastRWeb","2015-07-29","2016-10-02",5418
"fastSOM","2016-07-23","2016-10-02",444
"fasttime","2015-07-28","2016-10-02",4895
"fat2Lpoly","2015-10-21","2016-10-02",2308
"FatTailsR","2016-05-15","2016-10-02",1670
"favnums","2015-07-22","2016-10-02",2670
"FAwR","2015-03-24","2016-10-02",5502
"fBasics","2014-10-29","2016-10-02",215086
"fbati","2016-07-10","2016-10-02",566
"FBFsearch","2013-04-15","2016-10-02",9186
"FBN","2012-10-10","2016-10-02",10913
"fBonds","2013-12-17","2016-10-02",19791
"fbRads","2016-04-06","2016-10-02",1215
"fbRanks","2013-10-23","2016-10-02",9637
"fbroc","2016-06-21","2016-10-02",728
"fcd","2013-12-16","2016-10-02",7329
"fCertificates","2015-04-13","2016-10-02",4392
"FCGR","2015-10-13","2016-10-02",1943
"fclust","2015-09-08","2016-10-02",4556
"FCMapper","2016-02-12","2016-10-02",1570
"FCNN4R","2016-03-09","2016-10-02",2368
"fCopulae","2014-09-17","2016-10-02",28987
"fcros","2016-07-01","2016-10-02",634
"FD","2014-08-19","2016-10-02",23229
"fda","2014-12-16","2016-10-02",104849
"fda.usc","2016-04-28","2016-10-02",2245
"fdakma","2015-05-29","2016-10-02",3620
"fdaMixed","2014-01-31","2016-10-02",7737
"fdapace","2016-07-15","2016-10-02",508
"fdaPDE","2016-04-23","2016-10-02",895
"fdasrvf","2016-09-15","2016-10-02",209
"fdatest","2015-02-05","2016-10-02",4835
"FDboost","2016-06-20","2016-10-02",714
"fdcov","2016-06-17","2016-10-02",441
"FDGcopulas","2014-10-22","2016-10-02",5355
"fdrci","2013-10-05","2016-10-02",8010
"fdrDiscreteNull","2015-02-17","2016-10-02",4049
"FDRreg","2014-03-05","2016-10-02",7245
"FDRsampsize","2016-01-15","2016-10-02",1463
"fdrtool","2015-07-08","2016-10-02",55834
"fds","2013-08-22","2016-10-02",10246
"fdth","2015-04-11","2016-10-02",6111
"FeaLect","2015-05-13","2016-10-02",4517
"feather","2016-08-25","2016-10-02",4004
"feature","2015-10-27","2016-10-02",6414
"FeatureHashing","2015-10-19","2016-10-02",4815
"features","2015-12-02","2016-10-02",2955
"fechner","2016-06-06","2016-10-02",744
"FedData","2016-09-26","2016-10-02",116
"federalregister","2015-12-22","2016-10-02",2101
"FeedbackTS","2016-05-10","2016-10-02",1525
"feedeR","2016-08-15","2016-10-02",215
"FENmlm","2015-10-04","2016-10-02",2253
"fermicatsR","2016-03-12","2016-10-02",1073
"fExoticOptions","2012-11-07","2016-10-02",25890
"fExpressCertificates","2013-08-31","2016-10-02",7792
"fExtremes","2013-12-17","2016-10-02",32200
"ff","2014-04-09","2016-10-02",133721
"ffbase","2016-03-23","2016-10-02",30335
"FFD","2015-02-24","2016-10-02",9670
"FField","2013-06-30","2016-10-02",11504
"ffmanova","2012-12-02","2016-10-02",10589
"FFTrees","2016-09-10","2016-10-02",449
"fftw","2012-10-06","2016-10-02",30090
"fftwtools","2015-03-18","2016-10-02",24142
"fgac","2012-11-01","2016-10-02",16746
"FGalgorithm","2013-06-06","2016-10-02",8217
"fGarch","2016-08-15","2016-10-02",7259
"Fgmutils","2016-09-26","2016-10-02",101
"FGN","2014-05-16","2016-10-02",11853
"fgof","2012-10-10","2016-10-02",8652
"fgpt","2015-02-19","2016-10-02",4158
"FGSG","2015-02-25","2016-10-02",4566
"fgui","2012-12-27","2016-10-02",14866
"fheatmap","2015-12-09","2016-10-02",2116
"FHtest","2015-07-31","2016-10-02",4013
"FI","2013-01-27","2016-10-02",8932
"FIACH","2015-10-09","2016-10-02",2164
"fICA","2015-08-17","2016-10-02",3229
"fields","2016-05-05","2016-10-02",73995
"FieldSim","2015-03-03","2016-10-02",8635
"fiery","2016-07-04","2016-10-02",413
"fifer","2014-04-03","2016-10-02",9058
"filehash","2015-08-16","2016-10-02",53320
"filehashSQLite","2012-10-10","2016-10-02",11098
"filematrix","2016-05-23","2016-10-02",743
"filenamer","2016-04-04","2016-10-02",1195
"files","2016-07-28","2016-10-02",186
"fImport","2013-03-15","2016-10-02",47481
"financial","2013-12-31","2016-10-02",14505
"FinancialInstrument","2014-12-16","2016-10-02",12068
"FinAsym","2012-10-10","2016-10-02",13245
"FinCal","2016-07-29","2016-10-02",1013
"FinCovRegularization","2016-04-25","2016-10-02",981
"FindAllRoots","2012-10-10","2016-10-02",9192
"FindIt","2015-02-27","2016-10-02",5249
"FindMinIC","2013-12-18","2016-10-02",7967
"findpython","2014-04-04","2016-10-02",16081
"FinePop","2016-09-08","2016-10-02",102
"fingerprint","2013-10-28","2016-10-02",17170
"finiteruinprob","2014-05-12","2016-10-02",5904
"finreportr","2016-03-29","2016-10-02",1567
"FinTS","2014-03-28","2016-10-02",39608
"FisherEM","2013-06-28","2016-10-02",12048
"fisheyeR","2012-10-10","2016-10-02",9460
"FisHiCal","2014-06-24","2016-10-02",6553
"fishkirkko2015","2016-09-17","2016-10-02",70
"fishmethods","2016-09-20","2016-10-02",349
"fishMod","2016-09-23","2016-10-02",144
"fishmove","2015-05-07","2016-10-02",4443
"FIT","2016-07-27","2016-10-02",341
"fit.models","2013-02-23","2016-10-02",50370
"fit4NM","2012-11-01","2016-10-02",9575
"FitAR","2013-03-16","2016-10-02",25763
"FitARMA","2013-09-27","2016-10-02",15979
"fitbitScraper","2016-05-19","2016-10-02",1662
"fitcoach","2016-04-19","2016-10-02",878
"fitdc","2016-09-18","2016-10-02",48
"fitdistrplus","2016-07-02","2016-10-02",13536
"fitDRC","2014-01-02","2016-10-02",7299
"FITSio","2013-10-12","2016-10-02",10438
"fitTetra","2013-05-30","2016-10-02",8184
"fixedTimeEvents","2016-10-02","2016-10-02",3
"FKF","2014-02-10","2016-10-02",22859
"flacco","2016-04-19","2016-10-02",841
"flam","2015-07-26","2016-10-02",3058
"flan","2016-09-22","2016-10-02",99
"flare","2014-10-19","2016-10-02",8606
"flars","2016-06-03","2016-10-02",470
"flashClust","2012-10-06","2016-10-02",119542
"flexclust","2013-07-02","2016-10-02",79991
"flexCWM","2015-03-25","2016-10-02",5298
"flexdashboard","2016-08-01","2016-10-02",5756
"flexmix","2015-01-17","2016-10-02",190079
"FlexParamCurve","2015-08-29","2016-10-02",3388
"flexPM","2015-11-23","2016-10-02",2046
"flexrsurv","2016-04-26","2016-10-02",759
"flexsurv","2016-05-11","2016-10-02",5262
"FLIM","2014-12-02","2016-10-02",5317
"flip","2014-06-12","2016-10-02",8006
"FLLat","2015-09-16","2016-10-02",2949
"flora","2016-02-26","2016-10-02",1526
"flowDiv","2015-10-21","2016-10-02",2091
"flower","2015-01-28","2016-10-02",4221
"flowfield","2014-03-07","2016-10-02",6806
"flowr","2016-04-19","2016-10-02",1318
"flows","2016-06-06","2016-10-02",710
"FlowScreen","2016-07-15","2016-10-02",442
"FLR","2014-05-06","2016-10-02",6587
"flsa","2013-03-23","2016-10-02",16095
"FLSSS","2016-04-20","2016-10-02",1058
"Flury","2012-11-01","2016-10-02",13388
"flux","2014-04-25","2016-10-02",20494
"fma","2016-06-05","2016-10-02",37375
"FME","2016-09-10","2016-10-02",796
"FMP","2016-02-09","2016-10-02",1239
"fmri","2016-09-15","2016-10-02",323
"fmrs","2016-07-02","2016-10-02",461
"fmsb","2015-09-11","2016-10-02",23009
"FMsmsnReg","2016-03-30","2016-10-02",849
"FMStable","2012-10-06","2016-10-02",17362
"fmt","2012-10-06","2016-10-02",8540
"fMultivar","2014-09-06","2016-10-02",34184
"FNN","2013-08-01","2016-10-02",166141
"fNonlinear","2013-06-24","2016-10-02",25771
"foba","2012-10-06","2016-10-02",13596
"fontBitstreamVera","2016-09-04","2016-10-02",110
"fontcm","2014-03-19","2016-10-02",12130
"fontquiver","2016-09-05","2016-10-02",105
"foodweb","2012-10-06","2016-10-02",9570
"fOptions","2015-11-09","2016-10-02",20507
"forams","2015-07-04","2016-10-02",3476
"forcats","2016-09-16","2016-10-02",7510
"foreach","2015-10-13","2016-10-02",1048492
"ForeCA","2016-03-30","2016-10-02",2529
"forecast","2016-09-10","2016-10-02",28457
"ForecastCombinations","2015-11-23","2016-10-02",3308
"forecastHybrid","2016-09-23","2016-10-02",295
"forecTheta","2016-05-26","2016-10-02",1464
"forega","2016-01-02","2016-10-02",1496
"foreign","2016-09-13","2016-10-02",83550
"forensic","2012-11-01","2016-10-02",10244
"forensim","2013-09-15","2016-10-02",9611
"forestFloor","2016-06-01","2016-10-02",1375
"forestinventory","2016-07-06","2016-10-02",342
"forestmodel","2015-12-10","2016-10-02",1820
"forestplot","2016-06-23","2016-10-02",3731
"ForImp","2015-01-02","2016-10-02",6362
"ForIT","2014-07-05","2016-10-02",5921
"FormalSeries","2012-10-10","2016-10-02",9068
"formatR","2016-05-09","2016-10-02",455888
"formattable","2016-08-05","2016-10-02",3473
"Formula","2015-04-07","2016-10-02",874116
"formula.tools","2015-06-24","2016-10-02",5532
"fortunes","2016-05-20","2016-10-02",4803
"forward","2012-11-01","2016-10-02",24940
"ForwardSearch","2014-09-10","2016-10-02",5818
"fossil","2012-10-06","2016-10-02",24406
"fourierin","2016-05-22","2016-10-02",596
"fourPNO","2015-12-16","2016-10-02",1717
"FourScores","2012-11-01","2016-10-02",9315
"fpa","2016-08-31","2016-10-02",127
"fpc","2015-08-14","2016-10-02",141715
"fpca","2012-10-06","2016-10-02",11448
"FPCA2D","2016-09-03","2016-10-02",124
"fpCompare","2015-09-01","2016-10-02",8641
"FPDclustering","2016-05-18","2016-10-02",777
"fPortfolio","2014-10-30","2016-10-02",36013
"fpow","2012-11-01","2016-10-02",9970
"fpp","2013-03-14","2016-10-02",697545
"fptdApprox","2015-08-25","2016-10-02",2970
"fracdiff","2012-12-02","2016-10-02",499069
"fracprolif","2015-04-27","2016-10-02",3506
"fractal","2016-05-21","2016-10-02",2875
"fractaldim","2014-02-24","2016-10-02",9337
"FractalParameterEstimation","2015-07-01","2016-10-02",2936
"fractalrock","2013-02-05","2016-10-02",13864
"FRACTION","2012-10-10","2016-10-02",10302
"fractional","2016-02-15","2016-10-02",1311
"Fragman","2016-09-01","2016-10-02",244
"frailtyHL","2012-10-06","2016-10-02",10422
"frailtypack","2016-07-25","2016-10-02",1336
"frailtySurv","2016-07-10","2016-10-02",556
"frair","2016-04-23","2016-10-02",971
"Frames2","2015-12-12","2016-10-02",2212
"franc","2015-11-12","2016-10-02",1989
"FRAPO","2016-08-23","2016-10-02",1011
"FRB","2013-04-16","2016-10-02",29782
"frbs","2015-05-22","2016-10-02",9414
"FRCC","2012-10-06","2016-10-02",9511
"FREddyPro","2016-09-11","2016-10-02",71
"freeknotsplines","2012-10-10","2016-10-02",8563
"FreeSortR","2016-05-24","2016-10-02",784
"freestats","2014-05-07","2016-10-02",6613
"freesurfer","2016-09-28","2016-10-02",28
"FREGAT","2016-09-19","2016-10-02",119
"fRegression","2014-09-16","2016-10-02",16627
"FREQ","2013-09-12","2016-10-02",8241
"freqdom","2015-09-06","2016-10-02",2484
"freqMAP","2012-11-01","2016-10-02",9293
"freqparcoord","2016-01-17","2016-10-02",1915
"FreqProf","2016-01-22","2016-10-02",1320
"freqweights","2015-06-22","2016-10-02",3612
"FRESA.CAD","2016-09-10","2016-10-02",177
"FrF2","2016-09-30","2016-10-02",301
"FrF2.catlg128","2013-04-19","2016-10-02",12956
"frm","2015-02-21","2016-10-02",7447
"frmhet","2016-08-05","2016-10-02",367
"frmpd","2016-08-03","2016-10-02",352
"frmqa","2012-11-02","2016-10-02",13838
"fromo","2016-04-05","2016-10-02",791
"frontier","2013-08-20","2016-10-02",18559
"frontiles","2013-11-25","2016-10-02",8068
"frt","2012-11-01","2016-10-02",8636
"FSA","2016-09-24","2016-10-02",377
"FSAdata","2016-08-23","2016-10-02",496
"fscaret","2015-04-20","2016-10-02",5638
"FSelector","2016-06-30","2016-10-02",6417
"fsia","2015-01-14","2016-10-02",4330
"FSInteract","2015-05-15","2016-10-02",3377
"fslr","2016-09-28","2016-10-02",91
"fso","2013-02-27","2016-10-02",13041
"fSRM","2016-01-23","2016-10-02",1690
"FTICRMS","2012-11-01","2016-10-02",11344
"ftnonpar","2012-12-10","2016-10-02",11133
"fTrading","2013-12-10","2016-10-02",46515
"fts","2014-04-04","2016-10-02",43819
"ftsa","2016-03-15","2016-10-02",3387
"ftsspec","2015-09-08","2016-10-02",2202
"fueleconomy","2014-07-23","2016-10-02",7467
"fugeR","2012-10-10","2016-10-02",8754
"fullfact","2016-01-23","2016-10-02",1234
"fulltext","2016-07-23","2016-10-02",717
"fun","2012-10-10","2016-10-02",14676
"FunChisq","2016-09-03","2016-10-02",246
"FunCluster","2012-10-06","2016-10-02",13690
"Funclustering","2014-01-15","2016-10-02",8036
"FuncMap","2015-07-15","2016-10-02",3672
"functional","2014-07-16","2016-10-02",180189
"FunctionalNetworks","2014-07-03","2016-10-02",5828
"functools","2015-09-02","2016-10-02",2562
"funcy","2016-05-11","2016-10-02",802
"funData","2016-07-18","2016-10-02",302
"funFEM","2015-03-13","2016-10-02",5653
"fungible","2016-01-23","2016-10-02",1517
"funHDDC","2014-09-09","2016-10-02",6605
"fUnitRoots","2013-06-24","2016-10-02",56031
"funModeling","2016-08-10","2016-10-02",570
"funr","2016-04-19","2016-10-02",970
"funrar","2016-09-27","2016-10-02",45
"funreg","2016-08-24","2016-10-02",281
"FUNTA","2016-04-05","2016-10-02",805
"funtimes","2016-04-28","2016-10-02",908
"furniture","2016-09-20","2016-10-02",77
"FusedPCA","2013-11-10","2016-10-02",7946
"futile.any","2015-07-07","2016-10-02",5102
"futile.logger","2016-07-10","2016-10-02",60043
"futile.matrix","2016-07-10","2016-10-02",1207
"futile.options","2012-10-06","2016-10-02",178536
"futile.paradigm","2012-10-06","2016-10-02",10199
"future","2016-07-04","2016-10-02",4537
"future.BatchJobs","2016-08-03","2016-10-02",346
"futureheatwaves","2016-06-20","2016-10-02",580
"fuzzr","2016-06-27","2016-10-02",408
"Fuzzy.p.value","2016-08-07","2016-10-02",202
"FuzzyAHP","2016-04-26","2016-10-02",775
"fuzzyFDR","2012-10-10","2016-10-02",9915
"fuzzyforest","2016-06-16","2016-10-02",568
"fuzzyjoin","2016-09-20","2016-10-02",305
"FuzzyLP","2015-07-08","2016-10-02",3019
"FuzzyMCDM","2016-09-22","2016-10-02",72
"FuzzyNumbers","2015-02-26","2016-10-02",5603
"FuzzyR","2016-09-28","2016-10-02",29
"fuzzyRankTests","2015-07-07","2016-10-02",3835
"FuzzyStatProb","2016-07-30","2016-10-02",460
"FuzzyToolkitUoN","2013-04-27","2016-10-02",9432
"fwdmsa","2012-10-10","2016-10-02",10929
"FWDselect","2015-12-19","2016-10-02",2214
"fwi.fbp","2016-01-08","2016-10-02",1851
"fwsim","2015-01-16","2016-10-02",5254
"fxregime","2013-12-10","2016-10-02",14341
"g.data","2013-12-17","2016-10-02",15251
"G1DBN","2013-09-05","2016-10-02",10596
"G2Sd","2015-12-07","2016-10-02",2792
"GA","2016-06-07","2016-10-02",7749
"GA4Stratification","2012-11-01","2016-10-02",10127
"GAabbreviate","2016-06-23","2016-10-02",656
"GABi","2013-09-18","2016-10-02",7968
"GAD","2012-11-01","2016-10-02",14378
"GaDiFPT","2015-02-17","2016-10-02",4263
"gains","2013-07-25","2016-10-02",10977
"GAIPE","2013-04-18","2016-10-02",8268
"galts","2013-02-07","2016-10-02",9504
"gam","2016-09-10","2016-10-02",7167
"gamair","2015-07-22","2016-10-02",13091
"gambin","2016-06-23","2016-10-02",961
"GAMBoost","2013-05-11","2016-10-02",31664
"gamboostLSS","2016-03-11","2016-10-02",2461
"gamboostMSM","2014-12-02","2016-10-02",5759
"gamclass","2015-08-20","2016-10-02",3686
"GAMens","2016-03-02","2016-10-02",1123
"games","2015-02-23","2016-10-02",5813
"GameTheory","2016-09-27","2016-10-02",95
"GameTheoryAllocation","2016-07-25","2016-10-02",277
"gamlr","2015-08-26","2016-10-02",8734
"gamlss","2016-05-18","2016-10-02",12038
"gamlss.add","2015-07-17","2016-10-02",4038
"gamlss.cens","2016-05-18","2016-10-02",1376
"gamlss.data","2016-05-18","2016-10-02",11420
"gamlss.demo","2015-07-17","2016-10-02",3650
"gamlss.dist","2016-05-18","2016-10-02",13655
"gamlss.mx","2016-05-18","2016-10-02",1657
"gamlss.nl","2012-10-06","2016-10-02",11699
"gamlss.spatial","2016-06-19","2016-10-02",744
"gamlss.tr","2016-05-18","2016-10-02",1179
"gamlss.util","2016-05-18","2016-10-02",1062
"gamm4","2016-09-17","2016-10-02",1704
"Gammareg","2014-01-23","2016-10-02",7072
"gammSlice","2015-01-21","2016-10-02",4846
"gamsel","2015-06-19","2016-10-02",1375
"GANPA","2012-10-06","2016-10-02",9867
"GANPAdata","2012-11-01","2016-10-02",9891
"gaoptim","2013-03-25","2016-10-02",8515
"gap","2015-06-06","2016-10-02",13181
"gapfill","2016-05-04","2016-10-02",644
"gapmap","2015-12-14","2016-10-02",2157
"gapminder","2015-12-31","2016-10-02",27549
"GAR","2015-09-18","2016-10-02",3382
"GAS","2016-09-08","2016-10-02",219
"gaselect","2015-02-13","2016-10-02",3633
"gaston","2016-07-11","2016-10-02",501
"gaussDiff","2012-10-10","2016-10-02",10894
"gaussfacts","2016-08-03","2016-10-02",300
"gaussquad","2013-02-05","2016-10-02",11711
"gazepath","2016-06-30","2016-10-02",598
"gb","2013-08-08","2016-10-02",8974
"GB2","2015-05-11","2016-10-02",5047
"gbm","2015-03-11","2016-10-02",175541
"gbm2sas","2015-11-11","2016-10-02",2299
"gbRd","2012-10-10","2016-10-02",8994
"gbutils","2016-01-08","2016-10-02",1394
"GCAI.bias","2014-07-16","2016-10-02",5759
"gCat","2014-08-16","2016-10-02",5013
"gcbd","2016-09-28","2016-10-02",50
"GCD","2015-04-22","2016-10-02",4353
"gcdnet","2013-11-19","2016-10-02",8339
"gcerisk","2016-04-28","2016-10-02",763
"gclus","2012-10-06","2016-10-02",212006
"gcmr","2015-06-02","2016-10-02",4011
"gconcord","2014-01-25","2016-10-02",6637
"gcookbook","2012-12-02","2016-10-02",47725
"GCPM","2016-09-11","2016-10-02",435
"GDAdata","2015-05-02","2016-10-02",4119
"gdalUtils","2015-10-10","2016-10-02",15398
"gdata","2015-07-04","2016-10-02",800997
"GDAtools","2014-09-06","2016-10-02",6909
"GDELTtools","2014-02-27","2016-10-02",7973
"gdimap","2015-01-07","2016-10-02",5400
"gdistance","2015-08-11","2016-10-02",12778
"gdm","2016-04-16","2016-10-02",1314
"gdmp","2016-09-30","2016-10-02",10
"gdns","2016-10-01","2016-10-02",10
"gds","2016-04-09","2016-10-02",832
"gdtools","2016-02-16","2016-10-02",50623
"gear","2015-12-23","2016-10-02",1534
"gee","2015-06-29","2016-10-02",50379
"GEEaSPU","2016-08-05","2016-10-02",233
"geeM","2016-06-17","2016-10-02",874
"geepack","2016-09-24","2016-10-02",2803
"geesmv","2015-10-12","2016-10-02",2533
"geigen","2016-09-05","2016-10-02",407
"geiger","2015-09-08","2016-10-02",19983
"GEint","2016-10-01","2016-10-02",12
"gelnet","2016-04-05","2016-10-02",1075
"gem","2016-08-05","2016-10-02",222
"gems","2015-03-11","2016-10-02",5168
"gemtc","2016-09-06","2016-10-02",413
"gemtc.jar","2013-01-21","2016-10-02",8504
